Symbol,Sector,ListedIn,LDCP,Open,High,Low,Current,Change,ChangePct,Volume
CNERGY,0825,"ALLSHR,JSMFI,KMIALLSHR,KSE100,KSE100PR",13.92,13.78,13.78,12.96,12.97,-0.95,-6.82%,78845159
FCSC,0813,ALLSHR,4.88,5.06,5.88,4.05,5.35,0.47,9.63%,40561321
PRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR",98.71,95.5,95.5,88.84,88.84,-9.87,-10.00%,39895368
TISL,0818,"ALLSHR,KMIALLSHR",4.36,4.45,4.71,4.2,4.3,-0.06,-1.38%,31664093
TSBL,0813,ALLSHR,2.46,2.4,2.6,2.39,2.56,0.1,4.06%,31060566
PACE,0838,ALLSHR,10.67,10.81,11.42,10.78,10.95,0.28,2.62%,19614432
IREIT,0836,"ALLSHR,KMIALLSHR",8.0,8.09,9.0,7.93,8.4,0.4,5.00%,18006993
THCCL,0804,"ALLSHR,JSMFI,KMIALLSHR",79.68,83.0,83.97,78.51,79.0,-0.68,-0.85%,15790091
BOP,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,PSXDIV20",34.88,35.25,35.44,34.78,34.9,0.02,0.06%,15713827
FNEL,0813,ALLSHR,1.18,1.18,1.22,1.17,1.19,0.01,0.85%,15409039
WTL,0828,ALLSHR,1.13,1.14,1.14,1.11,1.12,-0.01,-0.88%,14858547
TPL,0828,ALLSHR,23.85,24.0,24.58,23.7,24.5,0.65,2.73%,13161770
DCL,0804,"ALLSHR,KMIALLSHR",10.34,10.42,11.19,10.4,11.03,0.69,6.67%,12934832
WAVESAPPR,0803,ALLSHR,0.53,0.59,0.59,0.39,0.41,-0.12,-22.64%,12333862
MDTL,0828,ALLSHR,6.66,7.15,7.66,7.08,7.66,1.0,15.02%,12195545
KOSM,0830,ALLSHR,5.56,5.63,5.9,5.47,5.59,0.03,0.54%,9945082
PASLNC,0813,ALLSHR,2.39,2.47,2.8,2.45,2.59,0.2,8.37%,9689555
CSIL,0812,ALLSHR,5.74,5.84,6.05,5.73,5.77,0.03,0.52%,9649413
KEL,0824,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",7.12,7.05,7.3,7.05,7.15,0.03,0.42%,9436565
PIAHCLA,0813,ALLSHR,24.79,25.08,26.3,24.69,25.3,0.51,2.06%,8227291
HASCOLNC,0821,ALLSHR,21.16,21.25,21.5,20.73,20.79,-0.37,-1.75%,8184872
LSEFSL,0813,ALLSHR,3.66,3.89,4.28,3.72,3.84,0.18,4.92%,7156106
ASL,0808,"ACI,ALLSHR,KMIALLSHR",16.59,16.96,16.96,16.01,16.09,-0.5,-3.01%,6975584
MLCF,0804,"ACI,ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI",101.46,101.01,102.25,98.76,98.78,-2.68,-2.64%,6847964
PIBTL,0833,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",16.5,16.5,16.65,16.1,16.18,-0.32,-1.94%,5663752
SGPLR,0824,ALLSHR,10.64,10.97,10.97,9.65,9.79,-0.85,-7.99%,5271535
OBOY,0821,ALLSHR,17.68,17.9,18.97,17.9,18.14,0.46,2.60%,5179619
FDPL,0813,ALLSHR,4.67,4.67,5.33,4.67,5.05,0.38,8.14%,4811479
CLVL,0833,ALLSHR,49.43,50.0,54.37,47.0,51.1,1.67,3.38%,4680788
LSECL,0813,ALLSHR,6.15,6.17,6.55,6.17,6.29,0.14,2.28%,4446687
DSIL,0830,ALLSHR,9.46,9.45,10.0,9.32,9.69,0.23,2.43%,4280943
YOUW,0831,"ALLSHR,KSE100,KSE100PR",5.14,5.21,5.44,5.1,5.21,0.07,1.36%,4003466
DSLNC,0808,"ALLSHR,KMIALLSHR",4.73,4.79,5.08,4.7,4.95,0.22,4.65%,3996562
IPAKXB,0822,"ALLSHR,KMIALLSHR",42.24,43.0,44.29,41.5,42.5,0.26,0.62%,3908554
FCL,0803,"ALLSHR,KMIALLSHR",27.33,27.46,28.22,27.45,27.6,0.27,0.99%,3894997
TELE,0828,"ALLSHR,KMIALLSHR",8.23,8.25,8.49,8.15,8.2,-0.03,-0.36%,3853890
UNITY,0810,"ALLSHR,KMIALLSHR",8.93,8.71,9.09,8.55,8.65,-0.28,-3.13%,3821992
FPJM,0819,"ALLSHR,KMIALLSHR",20.84,19.21,22.92,19.21,22.92,2.08,9.98%,3642204
ITANZ,0828,"ALLSHR,KMIALLSHR",35.74,35.52,39.31,35.52,39.31,3.57,9.99%,3435555
SGPL,0824,"ALLSHR,KMIALLSHR",32.45,34.84,34.84,30.49,30.8,-1.65,-5.08%,3309856
STL,0828,"ALLSHR,KMIALLSHR",25.57,25.47,26.06,24.76,25.52,-0.05,-0.20%,3243699
SSGC,0821,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",27.45,27.5,27.6,26.75,26.77,-0.68,-2.48%,3227132
BECO,0808,"ALLSHR,KMIALLSHR",4.69,4.75,4.75,4.57,4.66,-0.03,-0.64%,3138184
ZUMA,0828,ALLSHR,22.59,22.45,22.89,21.8,22.0,-0.59,-2.61%,3123840
PPL,0820,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI",227.29,227.29,228.99,222.01,223.49,-3.8,-1.67%,2901982
OGDC,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI",328.8,328.44,328.7,320.25,320.4,-8.4,-2.55%,2790314
TPLRF1,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",9.75,9.8,9.89,9.64,9.66,-0.09,-0.92%,2785761
AKBL,0807,"ALLSHR,KSE100,KSE100PR",108.66,108.66,110.97,107.5,110.35,1.69,1.56%,2672989
FFL,0810,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",15.29,15.29,15.3,14.91,14.99,-0.3,-1.96%,2641653
SLM,0802,"ALLSHR,KMIALLSHR",24.1,24.12,24.26,23.96,23.99,-0.11,-0.46%,2357826
FCCL,0804,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",54.48,54.49,54.49,53.45,53.65,-0.83,-1.52%,2336126
NETSOL,0828,"ALLSHR,KMIALLSHR",124.16,124.87,130.0,123.0,127.45,3.29,2.65%,2223134
AICL,0812,"ALLSHR,KSE100,KSE100PR",93.91,95.5,101.0,95.0,96.31,2.4,2.56%,2222561
EPCLPS,0805,ALLSHR,13.4,13.25,13.5,13.2,13.22,-0.18,-1.34%,2201804
GDL,0810,"ALLSHR,KMIALLSHR",16.84,16.84,18.15,16.84,17.37,0.53,3.15%,2059569
TPLP,0838,ALLSHR,14.46,14.51,14.7,14.25,14.31,-0.15,-1.04%,2045785
SPSL,0821,"ALLSHR,KMIALLSHR",16.35,16.35,16.37,16.05,16.13,-0.22,-1.35%,1862238
AGHA,0808,ALLSHR,7.0,7.0,7.2,6.93,6.98,-0.02,-0.29%,1805593
LOTCHEM,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",26.71,26.75,26.75,25.98,26.16,-0.55,-2.06%,1765613
BNL,0810,"ALLSHR,KMIALLSHR",6.15,6.18,6.35,6.05,6.12,-0.03,-0.49%,1674254
FCEPL,0810,"ALLSHR,KMIALLSHR",149.92,151.0,152.01,147.01,148.21,-1.71,-1.14%,1669524
NRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE30",507.38,500.2,506.0,485.4,486.5,-20.88,-4.11%,1651272
DGKC,0804,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI",206.53,206.94,207.02,202.69,202.79,-3.74,-1.81%,1634626
UBL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",440.83,440.0,441.0,428.0,429.0,-11.83,-2.68%,1580889
BAFL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,PSXDIV20",56.24,56.3,56.53,56.05,56.24,0.0,0.00%,1524069
PAEL,0803,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",38.84,38.9,39.0,38.4,38.41,-0.43,-1.11%,1445295
NICL,0805,ALLSHR,266.18,266.2,266.99,250.0,259.88,-6.3,-2.37%,1360824
CPHL,0823,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",75.18,75.77,75.77,72.55,72.66,-2.52,-3.35%,1278392
LSEVL,0813,ALLSHR,12.81,12.55,13.24,12.1,12.25,-0.56,-4.37%,1248953
WAVESAPP,0803,ALLSHR,8.9,8.92,8.94,8.71,8.71,-0.19,-2.14%,1219493
MZNPETF,0837,,17.74,17.77,17.77,17.6,17.72,-0.02,-0.11%,1209000
PREMA,0810,"ALLSHR,KMIALLSHR",35.49,35.6,35.6,33.89,33.95,-1.54,-4.34%,1203682
AVN,0828,"ALLSHR,KMIALLSHR",29.01,29.01,30.7,28.82,29.99,0.98,3.38%,1201544
